product_id,name,import_price,sell_price,color,category,size,description
M0000001,Áo sơ mi công sở vải thô đũi dáng suông cổ hai ve thân áo phối túi ốp đính khuy tạo kiểu cài khuy thân trước,425300,607600,"Kem,Đen","Áo dễ phối,Áo sơ mi","S,M,L,XL,XXL","Mẫu áo sơ mi là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Thô đũi - 78% Polyester 22% Rayon"
M0000002,Áo sơ mi công sở vải lụa satin dáng suông cổ tròn không tay,558600,798000,Trắng,"Áo dễ phối,Áo sơ mi","S,M,L,XL","Mẫu áo sơ mi là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Lụa satin - 100% polyester"
M0000003,Áo sơ mi công sở vải lụa tằm dáng suông cổ kiểu phối dây nơ tạo kiểu,537600,768000,Trắng,"Áo dễ phối,Áo sơ mi","S,M,L,XL","Mẫu áo sơ mi là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Lụa tằm -100% polyester"
M0000004,Áo sơ mi công sở vải chiffon xốp dáng suông trễ vai phối chun co giãn tay dài bồng nhẹ có bo chun cổ tay,391000,558600,"Hồng,Trắng","Áo dễ phối,Áo sơ mi","S,M,L","Mẫu áo sơ mi là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Chiffon xốp - 99% Polyester - 1% Spandex"
M0000005,"Áo sơ mi dáng suông, cổ đức bằng vải phối, tay dài, măng séc bằng vải phối, túi ốp to, nẹp cài khuy",369600,528000,Xanh,"Áo dễ phối,Áo sơ mi","S,M","Phong cách trẻ trung hiện đại dễ dàng mix với nhiều trang phục khác nhau như chân váy, quần... chắc chắn sẽ không khiến nàng mất đi sự ấn tượng nơi công sở hay lúc đi chơi, dạo phố. Tối ưu đặc tính nhẹ nhàng, dịu dàng hơn cho làn da, mang đến sự quyến rũ cho người mặc tôn lên vóc dáng hoàn hảo cho mỗi người. Chất liệu:70% Polyester 30% cotton"
M0000006,Áo sơ mi công sở vải thô kate dáng suông cổ đức tay dài có túi ngực thêu hoạ tiết trang trí,558900,798400,Trắng,"Áo dễ phối,Áo sơ mi","S,M,L,XL","Mẫu áo sơ mi là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Thô kate - 100% cotton"
M0000007,"Áo sơ mi dáng suông, cổ tròn xếp bèo cao, nẹp cài khuy, nhún cửa tay, tay dài, buộc nơ cổ",481600,688000,"Xanh,Trắng","Áo dễ phối,Áo sơ mi","S,M","Phong cách trẻ trung hiện đại dễ dàng mix với nhiều trang phục khác nhau như chân váy, quần... chắc chắn sẽ không khiến nàng mất đi sự ấn tượng nơi công sở hay lúc đi chơi, dạo phố. Tối ưu đặc tính nhẹ nhàng, dịu dàng hơn cho làn da, mang đến sự quyến rũ cho người mặc tôn lên vóc dáng hoàn hảo cho mỗi người. Chất liệu:70% polyester 30% tencen"
M0000008,Áo sơ mi công sở vải thô lụa dáng suông cổ kiểu eo phối vạt thắt nơ tạo kiểu,342000,488600,Trắng,"Áo dễ phối,Áo sơ mi","S,M,L,XL","Mẫu áo somi là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Thô lụa - 70% Polyester 30% cotton"
M0000009,Áo sơ mi công sở vải tơ dáng suông cổ đức tay dài thân áo phối ren lưới tạo kiểu cài khuy thân trước,628600,898000,"Đen,Trắng","Áo dễ phối,Áo sơ mi","S,M,L,XL","Mẫu áo somi là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Vải tơ - 80% polyester 20% tencel"
M0000010,Áo sơ mi công sở vải lụa bóng cổ kiểu đính đá trang trí thân áo phối bèo tạo kiểu,459600,656600,Trắng,"Áo dễ phối,Áo sơ mi","S,M,L","Mẫu áo sơ mi là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Lụa bóng - 99% Polyester - 1% Spandex"
M0000326,Áo len thời trang cao cấp dáng suông cổ tròn thân áo hoạ tiết đính khuy đá tạo kiểu,578200,826000,"Đỏ,Đen,Trắng","Áo dễ phối,Áo len",FS,"Mẫu áo len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:"
M0000327,Áo len thời trang cao cấp dáng lửng cổ tròn hoạ tiết kẻ ngang,628600,898000,"Kem,Xanh,Đen,Trắng","Áo dễ phối,Áo len",FS,"Mẫu áo len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:50% viscose 25% nylon 25% polyamide"
M0000328,Áo khoác len thời trang cao cấp vải len nhũ dáng suông cổ tròn thân áo có nắp túi ốp tạo kiểu đính đá,578200,826000,"Hồng,Xanh,Trắng","Áo dễ phối,Áo len",FS,"Mẫu áo khoác len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:"
M0000329,Áo len thời trang cao cấp dáng suông cổ tròn tay bồng nhẹ,537600,768000,"Ghi,Tím,Đen,Trắng","Áo dễ phối,Áo len",FS,"Mẫu áo len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:"
M0000330,Áo khoác len thời trang cao cấp dáng suông cổ tròn thân áo đính khuy đá trang trí,628600,898000,"Vàng,Hồng,Tím,Trắng","Áo dễ phối,Áo len",FS,"Mẫu áo khoác len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:100% nylon"
M0000331,Áo khoác len thời trang cao cấp dáng dài có mũ thân áo có túi,631100,901600,"Đỏ,Xanh,Đen,Trắng","Áo dễ phối,Áo len",FS,"Mẫu áo khoác len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:57% Acrylic 28% PBT 15% polyamide"
M0000332,Áo len thời trang cao cấp dáng suông cổ cao lệch vai,628600,898000,"Cam,Xanh,Đen,Trắng","Áo dễ phối,Áo len",FS,"Mẫu áo len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:50% viscose 25% polyester 25% nylon"
M0000333,Áo khoác len thời trang cao cấp dáng ôm cài khuy thân trước,440000,628600,"Ghi,Cam,Đỏ,Xanh,Đen","Áo dễ phối,Áo len",FS,"Mẫu áo khoác len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:65% cotton 35%nylon"
M0000334,Áo len thời trang cao cấp dáng suông cổ đức tay ngắn bo gấu kèm áo hai dây,838600,1198000,"Xanh,Đen,Trắng","Áo dễ phối,Áo len","M,L,XL","Mẫu áo len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:"
M0000335,Áo len thời trang cao cấp dáng ôm cổ tròn tay lỡ,607600,868000,"Hồng,Xanh,Đen,Trắng","Áo dễ phối,Áo len",FS,"Mẫu áo len là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:"
M0000270,Áo thun cotton dáng croptop cổ đức ngực áo thêu hoạ tiết thời trang,348600,498000,"Xanh 1,Trắng",Áo dệt kim,"M,L,XL,XXL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Cotton - 100% polyester"
M0000271,Áo thun thời trang cao cấp vải len dáng ôm cổ đức bản to cài khuy tay lỡ thân áo hoạ tiết đường kẻ,337100,481600,"Nâu,Trắng",Áo dệt kim,"S,M,L,XL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Vải len - 98% polyester - 2 % spandex"
M0000272,Áo thun thời trang cao cấp dáng ôm cổ tròn tay dài ngực xoắn tạo kiểu,376600,538000,"Đỏ,Đen,Trắng",Áo dệt kim,"S,M,L,XL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:95% polyester 5% spandex"
M0000273,Áo thun vải thô chun dáng ôm co giãn cổ kiểu bản to đính hoa tạo kiểu gấu tay loe thời trang,418600,598000,"Đen,Trắng",Áo dệt kim,"S,M,L,XL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông.  Chất liệu:Thô chun - 99% Polyester - 1% Spandex"
M0000274,Áo thun cotton dáng ôm cổ thuyền tay dài,257600,368000,"Đen,Nâu,Trắng",Áo dệt kim,"M,L,XL,XXL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:95% cotton 5% spandex"
M0000275,"Áo dáng ôm, cổ lệch, tay cộc, gấu lệch, dún vai, dây đai buộc rời",208600,298000,Đen,Áo dệt kim,"S,M","Phong cách trẻ trung hiện đại dễ dàng mix với nhiều trang phục khác nhau như chân váy, quần... chắc chắn sẽ không khiến nàng mất đi sự ấn tượng nơi công sở hay lúc đi chơi, dạo phố. Tối ưu đặc tính nhẹ nhàng, dịu dàng hơn cho làn da, mang đến sự quyến rũ cho người mặc tôn lên vóc dáng hoàn hảo cho mỗi người.  Chất liệu:97% Polyester - 3% Spandex"
M0000276,Áo thun vải Cotton dáng croptop tay lửng ngực áo in hoạ tiết trang trí,244000,348600,"Vàng,Đen,Trắng",Áo dệt kim,"S,M,L,XL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Cotton - 75% cotton 25% sorona"
M0000277,Áo thun vải len co giãn dáng ôm cổ thuyền ống tay loe vạt nhọn tạo kiểu,418600,598000,"Đen,Trắng",Áo dệt kim,"S,M,L,XL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Vải len - 90% polysete 10% spadex"
M0000278,Áo thun vải len co giãn dáng ôm cổ đức xẻ V ngực xoắn tạo kiểu,558600,798000,"Đen,Trắng",Áo dệt kim,"S,M,L,XL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Vải len - 93% polyester 7% spandex"
M0000279,Áo thun dệt kim thời trang cao cấp dáng ôm cổ tròn họa tiết thêu trước ngực,558600,798000,"Kem,Đen",Áo dệt kim,"S,M,L,XL","Mẫu áo thun là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:60% polyester 40% viscose"
M0000321,Áo hai dây vải lụa dáng suông cổ V phối dây kim loại trang trí,262100,374400,"Nâu,Xanh,Xanh 1,Đen,Trắng","Áo dễ phối,Áo hai dây","S,M,L,XL","Mẫu áo là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Lụa - 100% Polyester"
M0000322,Áo hai dây dáng suông vải lụa tằm cổ đổ tạo kiểu,200500,286400,"Kem,Xanh,Trắng,Đỏ,Hồng 1,Đen,Cam,Hồng,Xanh 1","Áo dễ phối,Áo hai dây","S,M,L,XL","Mẫu áo hai dây là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Lụa tằm - 100% Polyester"
M0000323,Bộ đồ ngủ vải lụa dáng suông áo hai dây thân sau đan chéo tạo kiểu quần cạp chun gấu phối bèo,139300,199000,"Đỏ,Hồng,Xanh,Trắng","Áo dễ phối,Áo hai dây","M,L,XL,XXL","Bộ ngủ mặc ở nhà được may từ chất liệu cotton có khả năng hút ẩm cực kỳ tốt, rất mát mẻ, tạo cảm giác thoải mái tự nhiên cho người sử dụng và phù hợp với nhiều điều kiện khí hậu của người Việt. Với thiết kế đơn giản mà tinh tế, sản phẩm mang đến cho phái đẹp nét gọn gàng và duyên dáng.nbsp;Chất liệu:Lụa - 100% Polyester"
M0000324,Áo hai dây vải lụa dáng suông cổ đổ tạo kiểu,250600,358000,"Xanh 1,Kem,Hồng,Kem 1,Xanh,Trắng,Đỏ,Đen","Áo dễ phối,Áo hai dây","S,M,L,XL","Mẫu áo là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông.chất liệu:Lụa - 97% Polyester 3% Spandex"
M0000325,Đầm ngủ vải thô dáng suông hai dây eo bo chun xẻ lệch bên tạo kiểu,139300,199000,"Tím,Đỏ,Đen","Áo dễ phối,Áo hai dây","S,M,L,XL,XXL","Đây là một trong những kiểu đầm nổi bật, có phong cách rất riêng và rất được phái đẹp ưa chuộng. Với một chiếc đầm như vậy trong tủ đồ, quý cô chẳng cần phải lo nghĩ quá nhiều cho hình ảnh của mình. Bởi dù bạn có kết hợp đồ thế nào thì nó vẫn khiến vẻ ngoài của bạn thật sự thu hút.chất liệu:Thô - 100% Cotton"
M0000246,Áo dài truyền thống vải gấm dáng suông cổ tròn tay lỡ đính hoa 3D khoá thân sau,915300,1307600,"Cam,Xanh","Áo nổi bật,Áo dài","M,L,XL,XXL,S","Tựa như sự kết hợp giữa truyền thống và hiện đại mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Mẫu áo dài truyền thống vải lụa dáng ôm kết hợp cổ tròn, kèm theo thân đính hoa 3D là thiết kế độc quyền của Pantion Chất liệu:Gấm hoa - 100% polyester"
M0000247,Áo dài truyền thống vải lụa tằm dáng suông cổ tàu tay lỡ thân áo đính hoa 3D trang trí khoá thân sau,823200,1176000,"Vàng,Đỏ","Áo nổi bật,Áo dài","S,M,L,XL,XXL","Tựa như sự kết hợp giữa truyền thống và hiện đại mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Mẫu áo dài truyền thống vải lụa dáng ôm kết hợp cổ tròn, kèm theo thân đính hoa 3D là thiết kế độc quyền của Pantio. Chất liệu:Lụa tằm - 100% polyester"
M0000248,Áo dài cách tân vải tơ dáng suông cổ tàu hai tà thân áo đính ngọc trai trang trí khoá thân sau,1456000,2080000,"Đỏ,Xanh","Áo nổi bật,Áo dài","S,M,L,XL,XXL","Tựa như sự kết hợp giữa truyền thống và hiện đại mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Mẫu áo dài truyền thống vải lụa dáng ôm kết hợp cổ tròn, kèm theo thân đính hoa 3D là thiết kế độc quyền của Pantion Chất liệu:Vải tơ - 100% polyester"
M0000249,Áo dài cách tân vải tơ dáng suông hai tà cổ tàu tay loe thân áo phối dây tua rua trang trí khoá thân sau,921200,1316000,"Ghi,Xanh,Xanh 1","Áo nổi bật,Áo dài","S,M,L,XL","Tựa như sự kết hợp giữa truyền thống và hiện đại mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Mẫu áo dài truyền thống vải lụa dáng ôm kết hợp cổ tròn, kèm theo thân đính hoa 3D là thiết kế độc quyền của Pantion Chất liệu:Vải tơ - 70% polyeste 30% tencen"
M0000250,Áo dài cách tân vải tơ cổ tàu tay loe thân áo thêu hoa kèm dây tua rua trang trí,1062900,1518400,"Kem,Cam,Tím","Áo nổi bật,Áo dài","S,M,L,XL,XXL","Tựa như sự kết hợp giữa truyền thống và hiện đại mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Mẫu áo dài truyền thống vải lụa dáng ôm kết hợp cổ tròn, kèm theo thân đính hoa 3D là thiết kế độc quyền của Pantion Chất liệu:Vải tơ - 88% Tencel 12% Polyester"
M0000251,Áo dài cách tân vải tơ dáng suông cổ tàu tay lỡ vai bồng nhẹ hai tà đính hoa 3D khoá thân sau,804300,1149000,"Ghi,Cam","Áo nổi bật,Áo dài","S,M,L,XL,XXL","Tựa như sự kết hợp giữa truyền thống và hiện đại mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Mẫu áo dài truyền thống vải lụa dáng ôm kết hợp cổ tròn, kèm theo thân đính hoa 3D là thiết kế độc quyền của Pantion Chất liệu:Vải tơ 70% polyeste 30% tencen"
M0000252,Áo dài truyền thống vải lụa dáng ôm cổ tròn tết tạo kiểu thân đính hoa 3D trang trí khóa thân sau,583800,834000,"Đỏ,Xanh","Áo nổi bật,Áo dài","S,M,L,XL","Tựa như sự kết hợp giữa truyền thống và hiện đại mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Mẫu áo dài truyền thống vải lụa dáng ôm kết hợp cổ tròn, kèm theo thân đính hoa 3D là thiết kế độc quyền của Pantionbsp;Chất liệu:Lụa - 100% Polyester"
M0000253,Áo dài cách tân vải lụa tơ dáng suông hai lớp cổ cao 3cm đầu vuông thân đính hoa 3D tạo kiểu khóa thân sau,930000,1328600,"Vàng,Hồng","Áo nổi bật,Áo dài","S,M,L,XL","Tựa như sự kết hợp giữa truyền thống và hiện đại mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Mẫu áo dài này là thiết kế độc quyền của Pantio.Chất liệu:Lụa - Vải 100% polyester"
M0000254,Áo dài cách tân dáng ôm vải tơ hai tà cổ vuông 2cm tay lỡ bồng nhẹ khóa thân sau,699300,999000,"Kem,Hồng,Xanh","Áo nổi bật,Áo dài","S,M,L,XL","Mẫu áo dài là thiết kế độc quyền của Pantio, mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông.chất liệu:Tơ - 100% Polyester"
M0000255,Áo dài cách tân vải gấm dáng suông cổ truyền thống cao 2cm tay loe khóa thân sau,415800,594000,"Hồng,Xanh,Xanh 1","Áo nổi bật,Áo dài","S,M,L,XL","Mẫu áo dài là thiết kế độc quyền của Pantio, mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông.Chất liệu:Gấm - 100% Polyester"
M0000187,Áo kiểu gile công sở vải thô dáng ôm cổ xẻ V cài khuy thân trước,628600,898000,"Ghi,Nâu,Đen","Áo nổi bật,Áo demi","S,M,L,XL","Mẫu áo kiểu công sở là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng chốn công sở. Chất liệu:Thô - 98% polyester - 2 % spandex"
M0000188,"Áo demi dáng suông, cổ tròn, tay dài, vai chờm, túi cơi ngực giả, túi ốp nắp giả",488600,698000,"Đen,Kem","Áo nổi bật,Áo demi","S,M","Phong cách trẻ trung hiện đại dễ dàng mix với nhiều trang phục khác nhau như chân váy, quần... chắc chắn sẽ không khiến nàng mất đi sự ấn tượng nơi công sở hay lúc đi chơi, dạo phố. Tối ưu đặc tính nhẹ nhàng, dịu dàng hơn cho làn da, mang đến sự quyến rũ cho người mặc tôn lên vóc dáng hoàn hảo cho mỗi người. Chất liệu:80% Polyester 20% Nylon"
M0000189,Áo khoác vải dạ tweed cổ đức thân đính khuy đá trang trí,1036000,1480000,"Hồng,Trắng","Áo nổi bật,Áo demi","S,M,L,XL","Phong cách trẻ trung hiện đại dễ dàng mix với nhiều trang phục khác nhau như chân váy, quần... chắc chắn sẽ không khiến nàng mất đi sự ấn tượng nơi công sở hay lúc đi chơi, dạo phố. Tối ưu đặc tính nhẹ nhàng, dịu dàng hơn cho làn da, mang đến sự quyến rũ cho người mặc tôn lên vóc dáng hoàn hảo cho mỗi người. Chất liệu:DẠ TWED - 100% polyester"
M0000190,Áo khoác vải dạ Tweed dáng lửng gấu áo phối tua rua tạo kiểu thân áo đính khuy trang trí,1181600,1688000,"Đỏ,Trắng","Áo nổi bật,Áo demi","S,M,L,XL","Mẫu áo khoác là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Dạ Tweed - 100% polyester"
M0000191,Áo kiểu công sở vải thô hai lớp lót habutai dáng suông cổ hai ve thân áo phối khuy bọc,908600,1298000,"Nâu,Đen","Áo nổi bật,Áo demi","S,M,L,XL","Mẫu áo kiểu công sở là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng chốn công sở.  Chất liệu:Vải thô - 94% polyester 6% spandex"
M0000192,Áo khoác kiểu công sở vải thô xốp hai lớp lót habutai cổ tròn tay lửng kèm hoa cài trang trí,440000,628600,"Tím,Đen,Trắng","Áo nổi bật,Áo demi","S,M,L,XL,XXL","Mẫu áo khoác là thiết kế độc quyền của Pantio. mang đến cho nàng sự chỉn chu chuyên nghịệp mà không mất đi nét nữ tính, thời thượng. Làm nàng nổi bật nét đẹp, ấn tượng giữa đám đông. Chất liệu:Thô xốp - 100% polyester"
